date,name,point
2019-09-22,애드 아스트라,7.33
2019-09-22,47미터 2,7.28
2019-09-22,예스터데이,7.03
2019-09-22,변신,6.90
2019-09-22,나쁜 녀석들: 더 무비,6.70
2019-09-22,광대들: 풍문조작단,6.23
2019-09-22,그것: 두 번째 이야기,6.22
2019-09-22,유열의 음악앨범,6.10
2019-09-22,타짜: 원 아이드 잭,5.50
2019-09-23,그린 북,9.61
2019-09-23,주전장,9.54
2019-09-23,안녕 베일리,9.45
2019-09-23,집으로...,9.34
2019-09-23,로망,9.30
2019-09-23,교회오빠,9.27
2019-09-23,토이 스토리 4,9.08
2019-09-23,물랑 루즈,9.06
2019-09-23,타샤 튜더,9.04
2019-09-23,벌새,8.95
2019-09-23,마담 프루스트의 비밀정원,8.91
2019-09-23,나의 특별한 형제,8.90
2019-09-23,비트,8.85
2019-09-23,김복동,8.82
2019-09-23,우리집,8.78
2019-09-23,본 투 비 블루,8.74
2019-09-23,안나,8.59
2019-09-23,기생충,8.48
2019-09-23,엑시트,8.32
2019-09-23,블라인드 멜로디,8.31
2019-09-23,죄 많은 소녀,7.98
2019-09-23,봉오동 전투,7.90
2019-09-23,분노의 질주: 홉스&쇼,7.88
2019-09-23,커런트 워,7.81
2019-09-23,"힘을 내요, 미스터 리",7.62
2019-09-23,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-09-23,47미터 2,7.28
2019-09-23,애드 아스트라,7.23
2019-09-23,예스터데이,6.89
2019-09-23,변신,6.89
2019-09-23,나쁜 녀석들: 더 무비,6.67
2019-09-23,그것: 두 번째 이야기,6.23
2019-09-23,광대들: 풍문조작단,6.22
2019-09-23,유열의 음악앨범,6.10
2019-09-23,타짜: 원 아이드 잭,5.50
2019-09-24,주전장,9.54
2019-09-24,안녕 베일리,9.45
2019-09-24,알라딘,9.39
2019-09-24,집으로...,9.34
2019-09-24,로망,9.30
2019-09-24,교회오빠,9.27
2019-09-24,토이 스토리 4,9.08
2019-09-24,타샤 튜더,9.04
2019-09-24,벌새,8.96
2019-09-24,마담 프루스트의 비밀정원,8.91
2019-09-24,나의 특별한 형제,8.90
2019-09-24,비트,8.85
2019-09-24,김복동,8.82
2019-09-24,우리집,8.79
2019-09-24,본 투 비 블루,8.74
2019-09-24,기생충,8.48
2019-09-24,엑시트,8.32
2019-09-24,블라인드 멜로디,8.31
2019-09-24,죄 많은 소녀,7.98
2019-09-24,봉오동 전투,7.90
2019-09-24,분노의 질주: 홉스&쇼,7.88
2019-09-24,"힘을 내요, 미스터 리",7.62
2019-09-24,극장판 헬로카봇 : 달나라를 구해줘!,7.52
2019-09-24,47미터 2,7.28
2019-09-24,애드 아스트라,7.19
2019-09-24,변신,6.88
2019-09-24,예스터데이,6.78
2019-09-24,나쁜 녀석들: 더 무비,6.66
2019-09-24,광대들: 풍문조작단,6.23
2019-09-24,그것: 두 번째 이야기,6.23
2019-09-24,유열의 음악앨범,6.10
2019-09-24,타짜: 원 아이드 잭,5.50
2019-09-25,주전장,9.54
2019-09-25,안녕 베일리,9.44
2019-09-25,알라딘,9.39
2019-09-25,집으로...,9.34
2019-09-25,폴란드로 간 아이들,9.33
2019-09-25,로망,9.30
2019-09-25,교회오빠,9.27
2019-09-25,타샤 튜더,9.04
2019-09-25,벌새,8.95
2019-09-25,마담 프루스트의 비밀정원,8.92
2019-09-25,나의 특별한 형제,8.90
2019-09-25,비트,8.85
2019-09-25,김복동,8.82
2019-09-25,우리집,8.80
2019-09-25,본 투 비 블루,8.74
2019-09-25,양자물리학,8.58
2019-09-25,장사리 : 잊혀진 영웅들,8.55
2019-09-25,기생충,8.48
2019-09-25,엑시트,8.32
2019-09-25,블라인드 멜로디,8.31
2019-09-25,무산일기,8.20
2019-09-25,봉오동 전투,7.90
2019-09-25,분노의 질주: 홉스&쇼,7.87
2019-09-25,"힘을 내요, 미스터 리",7.62
2019-09-25,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-09-25,원스 어폰 어 타임... 인 할리우드,7.34
2019-09-25,47미터 2,7.29
2019-09-25,애드 아스트라,7.17
2019-09-25,유전,7.16
2019-09-25,변신,6.87
2019-09-25,예스터데이,6.74
2019-09-25,나쁜 녀석들: 더 무비,6.65
2019-09-25,그것: 두 번째 이야기,6.22
2019-09-25,유열의 음악앨범,6.10
2019-09-25,타짜: 원 아이드 잭,5.50
2019-09-26,주전장,9.54
2019-09-26,안녕 베일리,9.44
2019-09-26,알라딘,9.39
2019-09-26,집으로...,9.34
2019-09-26,폴란드로 간 아이들,9.33
2019-09-26,로망,9.30
2019-09-26,교회오빠,9.27
2019-09-26,로마의 휴일,9.22
2019-09-26,타샤 튜더,9.04
2019-09-26,벌새,8.95
2019-09-26,마담 프루스트의 비밀정원,8.92
2019-09-26,나의 특별한 형제,8.90
2019-09-26,비트,8.85
2019-09-26,김복동,8.83
2019-09-26,우리집,8.80
2019-09-26,본 투 비 블루,8.74
2019-09-26,안나,8.58
2019-09-26,양자물리학,8.51
2019-09-26,기생충,8.48
2019-09-26,엑시트,8.31
2019-09-26,장사리 : 잊혀진 영웅들,8.30
2019-09-26,무산일기,8.20
2019-09-26,봉오동 전투,7.90
2019-09-26,분노의 질주: 홉스&쇼,7.87
2019-09-26,"힘을 내요, 미스터 리",7.62
2019-09-26,원스 어폰 어 타임... 인 할리우드,7.53
2019-09-26,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-09-26,47미터 2,7.29
2019-09-26,애드 아스트라,7.18
2019-09-26,유전,7.16
2019-09-26,변신,6.87
2019-09-26,예스터데이,6.71
2019-09-26,나쁜 녀석들: 더 무비,6.64
2019-09-26,그것: 두 번째 이야기,6.22
2019-09-26,유열의 음악앨범,6.09
2019-09-26,타짜: 원 아이드 잭,5.49
2019-09-27,주전장,9.54
2019-09-27,안녕 베일리,9.44
2019-09-27,알라딘,9.39
2019-09-27,집으로...,9.34
2019-09-27,폴란드로 간 아이들,9.33
2019-09-27,교회오빠,9.27
2019-09-27,로마의 휴일,9.22
2019-09-27,타샤 튜더,9.04
2019-09-27,벌새,8.96
2019-09-27,마담 프루스트의 비밀정원,8.92
2019-09-27,나의 특별한 형제,8.90
2019-09-27,배심원들,8.89
2019-09-27,비트,8.85
2019-09-27,김복동,8.83
2019-09-27,우리집,8.81
2019-09-27,본 투 비 블루,8.74
2019-09-27,안나,8.58
2019-09-27,양자물리학,8.56
2019-09-27,기생충,8.48
2019-09-27,장사리 : 잊혀진 영웅들,8.34
2019-09-27,엑시트,8.31
2019-09-27,무산일기,8.20
2019-09-27,봉오동 전투,7.90
2019-09-27,분노의 질주: 홉스&쇼,7.87
2019-09-27,"힘을 내요, 미스터 리",7.62
2019-09-27,원스 어폰 어 타임... 인 할리우드,7.60
2019-09-27,극장판 헬로카봇 : 달나라를 구해줘!,7.50
2019-09-27,47미터 2,7.29
2019-09-27,애드 아스트라,7.17
2019-09-27,유전,7.15
2019-09-27,변신,6.86
2019-09-27,예스터데이,6.67
2019-09-27,나쁜 녀석들: 더 무비,6.63
2019-09-27,그것: 두 번째 이야기,6.22
2019-09-27,유열의 음악앨범,6.09
2019-09-27,타짜: 원 아이드 잭,5.49
2019-09-28,주전장,9.54
2019-09-28,안녕 베일리,9.44
2019-09-28,알라딘,9.39
2019-09-28,폴란드로 간 아이들,9.33
2019-09-28,교회오빠,9.27
2019-09-28,로마의 휴일,9.22
2019-09-28,타샤 튜더,9.04
2019-09-28,벌새,8.97
2019-09-28,마담 프루스트의 비밀정원,8.92
2019-09-28,배심원들,8.89
2019-09-28,비트,8.85
2019-09-28,김복동,8.83
2019-09-28,우리집,8.81
2019-09-28,"메밀꽃, 운수 좋은 날, 그리고 봄봄",8.75
2019-09-28,본 투 비 블루,8.74
2019-09-28,양자물리학,8.66
2019-09-28,안나,8.59
2019-09-28,소중한 날의 꿈,8.58
2019-09-28,기생충,8.48
2019-09-28,장사리 : 잊혀진 영웅들,8.45
2019-09-28,엑시트,8.31
2019-09-28,무산일기,8.20
2019-09-28,봉오동 전투,7.89
2019-09-28,분노의 질주: 홉스&쇼,7.87
2019-09-28,원스 어폰 어 타임... 인 할리우드,7.69
2019-09-28,"힘을 내요, 미스터 리",7.62
2019-09-28,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-09-28,47미터 2,7.29
2019-09-28,애드 아스트라,7.20
2019-09-28,유전,7.16
2019-09-28,변신,6.85
2019-09-28,예스터데이,6.64
2019-09-28,나쁜 녀석들: 더 무비,6.62
2019-09-28,그것: 두 번째 이야기,6.22
2019-09-28,유열의 음악앨범,6.08
2019-09-28,타짜: 원 아이드 잭,5.48
2019-09-29,사랑의 선물,9.67
2019-09-29,주전장,9.54
2019-09-29,안녕 베일리,9.45
2019-09-29,알라딘,9.39
2019-09-29,폴란드로 간 아이들,9.33
2019-09-29,교회오빠,9.27
2019-09-29,로마의 휴일,9.22
2019-09-29,타샤 튜더,9.04
2019-09-29,벌새,8.97
2019-09-29,마담 프루스트의 비밀정원,8.92
2019-09-29,배심원들,8.89
2019-09-29,비트,8.85
2019-09-29,김복동,8.83
2019-09-29,우리집,8.81
2019-09-29,"메밀꽃, 운수 좋은 날, 그리고 봄봄",8.75
2019-09-29,본 투 비 블루,8.74
2019-09-29,양자물리학,8.59
2019-09-29,안나,8.58
2019-09-29,소중한 날의 꿈,8.58
2019-09-29,장사리 : 잊혀진 영웅들,8.50
2019-09-29,기생충,8.48
2019-09-29,엑시트,8.31
2019-09-29,무산일기,8.20
2019-09-29,봉오동 전투,7.89
2019-09-29,분노의 질주: 홉스&쇼,7.86
2019-09-29,"힘을 내요, 미스터 리",7.62
2019-09-29,원스 어폰 어 타임... 인 할리우드,7.61
2019-09-29,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-09-29,47미터 2,7.29
2019-09-29,애드 아스트라,7.21
2019-09-29,변신,6.84
2019-09-29,예스터데이,6.63
2019-09-29,나쁜 녀석들: 더 무비,6.60
2019-09-29,그것: 두 번째 이야기,6.22
2019-09-29,유열의 음악앨범,6.08
2019-09-29,타짜: 원 아이드 잭,5.47
2019-09-30,사랑의 선물,9.65
2019-09-30,주전장,9.54
2019-09-30,안녕 베일리,9.45
2019-09-30,알라딘,9.39
2019-09-30,폴란드로 간 아이들,9.33
2019-09-30,교회오빠,9.27
2019-09-30,로마의 휴일,9.22
2019-09-30,타샤 튜더,9.04
2019-09-30,벌새,8.97
2019-09-30,마담 프루스트의 비밀정원,8.91
2019-09-30,배심원들,8.89
2019-09-30,비트,8.85
2019-09-30,김복동,8.83
2019-09-30,우리집,8.81
2019-09-30,"메밀꽃, 운수 좋은 날, 그리고 봄봄",8.75
2019-09-30,소중한 날의 꿈,8.58
2019-09-30,양자물리학,8.57
2019-09-30,그녀,8.50
2019-09-30,기생충,8.48
2019-09-30,장사리 : 잊혀진 영웅들,8.44
2019-09-30,엑시트,8.31
2019-09-30,무산일기,8.20
2019-09-30,봉오동 전투,7.89
2019-09-30,분노의 질주: 홉스&쇼,7.86
2019-09-30,"힘을 내요, 미스터 리",7.61
2019-09-30,원스 어폰 어 타임... 인 할리우드,7.61
2019-09-30,극장판 헬로카봇 : 달나라를 구해줘!,7.52
2019-09-30,47미터 2,7.29
2019-09-30,애드 아스트라,7.22
2019-09-30,변신,6.84
2019-09-30,예스터데이,6.63
2019-09-30,나쁜 녀석들: 더 무비,6.59
2019-09-30,그것: 두 번째 이야기,6.22
2019-09-30,유열의 음악앨범,6.08
2019-09-30,타짜: 원 아이드 잭,5.47
2019-10-01,사랑의 선물,9.64
2019-10-01,주전장,9.54
2019-10-01,안녕 베일리,9.46
2019-10-01,알라딘,9.39
2019-10-01,폴란드로 간 아이들,9.33
2019-10-01,교회오빠,9.28
2019-10-01,로마의 휴일,9.22
2019-10-01,타샤 튜더,9.04
2019-10-01,벌새,8.97
2019-10-01,마담 프루스트의 비밀정원,8.91
2019-10-01,비트,8.85
2019-10-01,김복동,8.83
2019-10-01,우리집,8.80
2019-10-01,"메밀꽃, 운수 좋은 날, 그리고 봄봄",8.75
2019-10-01,소중한 날의 꿈,8.58
2019-10-01,양자물리학,8.52
2019-10-01,그녀,8.50
2019-10-01,기생충,8.48
2019-10-01,장사리 : 잊혀진 영웅들,8.41
2019-10-01,엑시트,8.31
2019-10-01,무산일기,8.20
2019-10-01,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-01,봉오동 전투,7.89
2019-10-01,분노의 질주: 홉스&쇼,7.86
2019-10-01,"힘을 내요, 미스터 리",7.61
2019-10-01,원스 어폰 어 타임... 인 할리우드,7.61
2019-10-01,극장판 헬로카봇 : 달나라를 구해줘!,7.52
2019-10-01,몬스터 하우스,7.37
2019-10-01,47미터 2,7.29
2019-10-01,애드 아스트라,7.22
2019-10-01,예스터데이,6.60
2019-10-01,나쁜 녀석들: 더 무비,6.59
2019-10-01,그것: 두 번째 이야기,6.23
2019-10-01,유열의 음악앨범,6.08
2019-10-01,타짜: 원 아이드 잭,5.47
2019-10-02,사랑의 선물,9.65
2019-10-02,주전장,9.55
2019-10-02,안녕 베일리,9.46
2019-10-02,알라딘,9.39
2019-10-02,폴란드로 간 아이들,9.33
2019-10-02,교회오빠,9.28
2019-10-02,조커,9.27
2019-10-02,로마의 휴일,9.23
2019-10-02,타샤 튜더,9.04
2019-10-02,벌새,8.97
2019-10-02,마담 프루스트의 비밀정원,8.92
2019-10-02,비트,8.85
2019-10-02,김복동,8.83
2019-10-02,우리집,8.80
2019-10-02,그녀,8.50
2019-10-02,양자물리학,8.50
2019-10-02,기생충,8.48
2019-10-02,장사리 : 잊혀진 영웅들,8.40
2019-10-02,엑시트,8.31
2019-10-02,가장 보통의 연애,8.25
2019-10-02,무산일기,8.20
2019-10-02,더 룸,7.99
2019-10-02,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-02,"힘을 내요, 미스터 리",7.60
2019-10-02,원스 어폰 어 타임... 인 할리우드,7.60
2019-10-02,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-10-02,몬스터 하우스,7.37
2019-10-02,47미터 2,7.29
2019-10-02,애드 아스트라,7.23
2019-10-02,퍼스트맨,6.96
2019-10-02,예스터데이,6.60
2019-10-02,나쁜 녀석들: 더 무비,6.58
2019-10-02,그것: 두 번째 이야기,6.24
2019-10-02,유열의 음악앨범,6.08
2019-10-02,타짜: 원 아이드 잭,5.47
2019-10-03,사랑의 선물,9.64
2019-10-03,주전장,9.55
2019-10-03,안녕 베일리,9.45
2019-10-03,알라딘,9.39
2019-10-03,폴란드로 간 아이들,9.33
2019-10-03,교회오빠,9.28
2019-10-03,로마의 휴일,9.23
2019-10-03,조커,9.12
2019-10-03,타샤 튜더,9.04
2019-10-03,벌새,8.95
2019-10-03,마담 프루스트의 비밀정원,8.92
2019-10-03,비트,8.85
2019-10-03,김복동,8.83
2019-10-03,우리집,8.80
2019-10-03,그녀,8.51
2019-10-03,양자물리학,8.48
2019-10-03,기생충,8.48
2019-10-03,장사리 : 잊혀진 영웅들,8.40
2019-10-03,가장 보통의 연애,8.36
2019-10-03,엑시트,8.31
2019-10-03,무산일기,8.20
2019-10-03,퍼펙트맨,8.18
2019-10-03,더 룸,7.99
2019-10-03,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-03,원스 어폰 어 타임... 인 할리우드,7.61
2019-10-03,"힘을 내요, 미스터 리",7.59
2019-10-03,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-10-03,몬스터 하우스,7.37
2019-10-03,47미터 2,7.29
2019-10-03,애드 아스트라,7.24
2019-10-03,미드소마,6.65
2019-10-03,예스터데이,6.60
2019-10-03,나쁜 녀석들: 더 무비,6.58
2019-10-03,그것: 두 번째 이야기,6.23
2019-10-03,유열의 음악앨범,6.08
2019-10-03,타짜: 원 아이드 잭,5.46
2019-10-04,사랑의 선물,9.59
2019-10-04,주전장,9.55
2019-10-04,안녕 베일리,9.45
2019-10-04,알라딘,9.39
2019-10-04,폴란드로 간 아이들,9.33
2019-10-04,교회오빠,9.28
2019-10-04,로마의 휴일,9.23
2019-10-04,조커,9.05
2019-10-04,타샤 튜더,9.04
2019-10-04,벌새,8.95
2019-10-04,마담 프루스트의 비밀정원,8.92
2019-10-04,비트,8.85
2019-10-04,김복동,8.83
2019-10-04,우리집,8.80
2019-10-04,그녀,8.51
2019-10-04,양자물리학,8.48
2019-10-04,기생충,8.48
2019-10-04,장사리 : 잊혀진 영웅들,8.40
2019-10-04,가장 보통의 연애,8.36
2019-10-04,엑시트,8.31
2019-10-04,무산일기,8.20
2019-10-04,퍼펙트맨,8.11
2019-10-04,더 룸,7.98
2019-10-04,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-04,원스 어폰 어 타임... 인 할리우드,7.62
2019-10-04,"힘을 내요, 미스터 리",7.58
2019-10-04,극장판 헬로카봇 : 달나라를 구해줘!,7.50
2019-10-04,몬스터 하우스,7.37
2019-10-04,47미터 2,7.29
2019-10-04,애드 아스트라,7.24
2019-10-04,미드소마,6.65
2019-10-04,예스터데이,6.59
2019-10-04,나쁜 녀석들: 더 무비,6.58
2019-10-04,그것: 두 번째 이야기,6.23
2019-10-04,유열의 음악앨범,6.08
2019-10-04,타짜: 원 아이드 잭,5.46
2019-10-05,사랑의 선물,9.57
2019-10-05,주전장,9.55
2019-10-05,안녕 베일리,9.43
2019-10-05,알라딘,9.39
2019-10-05,폴란드로 간 아이들,9.33
2019-10-05,교회오빠,9.28
2019-10-05,로마의 휴일,9.23
2019-10-05,타샤 튜더,9.04
2019-10-05,조커,8.98
2019-10-05,벌새,8.95
2019-10-05,마담 프루스트의 비밀정원,8.92
2019-10-05,비트,8.85
2019-10-05,"나는 내일, 어제의 너와 만난다",8.83
2019-10-05,김복동,8.83
2019-10-05,우리집,8.80
2019-10-05,그녀,8.51
2019-10-05,기생충,8.48
2019-10-05,양자물리학,8.47
2019-10-05,장사리 : 잊혀진 영웅들,8.39
2019-10-05,가장 보통의 연애,8.33
2019-10-05,엑시트,8.31
2019-10-05,무산일기,8.20
2019-10-05,퍼펙트맨,8.10
2019-10-05,더 룸,7.97
2019-10-05,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-05,원스 어폰 어 타임... 인 할리우드,7.62
2019-10-05,"힘을 내요, 미스터 리",7.58
2019-10-05,극장판 헬로카봇 : 달나라를 구해줘!,7.51
2019-10-05,몬스터 하우스,7.37
2019-10-05,47미터 2,7.29
2019-10-05,애드 아스트라,7.25
2019-10-05,레플리카,6.83
2019-10-05,미드소마,6.65
2019-10-05,예스터데이,6.59
2019-10-05,나쁜 녀석들: 더 무비,6.58
2019-10-05,그것: 두 번째 이야기,6.24
2019-10-05,유열의 음악앨범,6.07
2019-10-05,타짜: 원 아이드 잭,5.46
2019-10-06,주전장,9.55
2019-10-06,사랑의 선물,9.52
2019-10-06,안녕 베일리,9.42
2019-10-06,알라딘,9.38
2019-10-06,폴란드로 간 아이들,9.32
2019-10-06,교회오빠,9.28
2019-10-06,로마의 휴일,9.23
2019-10-06,타샤 튜더,9.04
2019-10-06,벌새,8.96
2019-10-06,마담 프루스트의 비밀정원,8.92
2019-10-06,조커,8.91
2019-10-06,"나는 내일, 어제의 너와 만난다",8.83
2019-10-06,우리집,8.80
2019-10-06,그녀,8.51
2019-10-06,기생충,8.48
2019-10-06,양자물리학,8.46
2019-10-06,장사리 : 잊혀진 영웅들,8.39
2019-10-06,엑시트,8.31
2019-10-06,가장 보통의 연애,8.29
2019-10-06,무산일기,8.20
2019-10-06,퍼펙트맨,8.13
2019-10-06,더 룸,7.96
2019-10-06,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-06,원스 어폰 어 타임... 인 할리우드,7.63
2019-10-06,"힘을 내요, 미스터 리",7.58
2019-10-06,극장판 헬로카봇 : 달나라를 구해줘!,7.50
2019-10-06,47미터 2,7.28
2019-10-06,애드 아스트라,7.25
2019-10-06,레플리카,6.87
2019-10-06,미드소마,6.65
2019-10-06,예스터데이,6.58
2019-10-06,나쁜 녀석들: 더 무비,6.58
2019-10-06,그것: 두 번째 이야기,6.23
2019-10-06,유열의 음악앨범,6.07
2019-10-06,타짜: 원 아이드 잭,5.46
2019-10-07,주전장,9.54
2019-10-07,사랑의 선물,9.48
2019-10-07,안녕 베일리,9.42
2019-10-07,알라딘,9.38
2019-10-07,폴란드로 간 아이들,9.32
2019-10-07,교회오빠,9.28
2019-10-07,타샤 튜더,9.04
2019-10-07,벌새,8.96
2019-10-07,마담 프루스트의 비밀정원,8.92
2019-10-07,조커,8.87
2019-10-07,"나는 내일, 어제의 너와 만난다",8.83
2019-10-07,우리집,8.80
2019-10-07,기생충,8.48
2019-10-07,양자물리학,8.46
2019-10-07,장사리 : 잊혀진 영웅들,8.38
2019-10-07,엑시트,8.31
2019-10-07,가장 보통의 연애,8.27
2019-10-07,무산일기,8.20
2019-10-07,퍼펙트맨,8.10
2019-10-07,더 룸,7.96
2019-10-07,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-07,원스 어폰 어 타임... 인 할리우드,7.63
2019-10-07,"힘을 내요, 미스터 리",7.57
2019-10-07,극장판 헬로카봇 : 달나라를 구해줘!,7.49
2019-10-07,47미터 2,7.28
2019-10-07,애드 아스트라,7.25
2019-10-07,레플리카,6.88
2019-10-07,미드소마,6.65
2019-10-07,예스터데이,6.58
2019-10-07,나쁜 녀석들: 더 무비,6.58
2019-10-07,그것: 두 번째 이야기,6.23
2019-10-07,유열의 음악앨범,6.07
2019-10-07,타짜: 원 아이드 잭,5.46
2019-10-08,주전장,9.53
2019-10-08,사랑의 선물,9.47
2019-10-08,안녕 베일리,9.43
2019-10-08,알라딘,9.38
2019-10-08,폴란드로 간 아이들,9.32
2019-10-08,교회오빠,9.28
2019-10-08,타샤 튜더,9.04
2019-10-08,벌새,8.96
2019-10-08,마담 프루스트의 비밀정원,8.92
2019-10-08,조커,8.86
2019-10-08,"나는 내일, 어제의 너와 만난다",8.83
2019-10-08,우리집,8.80
2019-10-08,기생충,8.48
2019-10-08,양자물리학,8.45
2019-10-08,장사리 : 잊혀진 영웅들,8.39
2019-10-08,엑시트,8.30
2019-10-08,가장 보통의 연애,8.20
2019-10-08,퍼펙트맨,8.09
2019-10-08,더 룸,7.97
2019-10-08,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-08,원스 어폰 어 타임... 인 할리우드,7.62
2019-10-08,"힘을 내요, 미스터 리",7.57
2019-10-08,극장판 헬로카봇 : 달나라를 구해줘!,7.49
2019-10-08,47미터 2,7.28
2019-10-08,애드 아스트라,7.25
2019-10-08,레플리카,6.87
2019-10-08,미드소마,6.65
2019-10-08,나쁜 녀석들: 더 무비,6.58
2019-10-08,예스터데이,6.58
2019-10-08,그것: 두 번째 이야기,6.23
2019-10-08,유열의 음악앨범,6.07
2019-10-08,타짜: 원 아이드 잭,5.46
2019-10-09,주전장,9.53
2019-10-09,사랑의 선물,9.46
2019-10-09,안녕 베일리,9.42
2019-10-09,아이언 자이언트,9.33
2019-10-09,폴란드로 간 아이들,9.32
2019-10-09,교회오빠,9.29
2019-10-09,타샤 튜더,9.04
2019-10-09,벌새,8.95
2019-10-09,마담 프루스트의 비밀정원,8.92
2019-10-09,"나는 내일, 어제의 너와 만난다",8.83
2019-10-09,조커,8.83
2019-10-09,우리집,8.79
2019-10-09,기생충,8.48
2019-10-09,양자물리학,8.45
2019-10-09,장사리 : 잊혀진 영웅들,8.39
2019-10-09,엑시트,8.30
2019-10-09,가장 보통의 연애,8.16
2019-10-09,퍼펙트맨,8.09
2019-10-09,더 룸,7.98
2019-10-09,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-09,원스 어폰 어 타임... 인 할리우드,7.62
2019-10-09,"힘을 내요, 미스터 리",7.57
2019-10-09,극장판 헬로카봇 : 달나라를 구해줘!,7.48
2019-10-09,47미터 2,7.28
2019-10-09,애드 아스트라,7.25
2019-10-09,레플리카,6.87
2019-10-09,미드소마,6.65
2019-10-09,나쁜 녀석들: 더 무비,6.58
2019-10-09,예스터데이,6.57
2019-10-09,그것: 두 번째 이야기,6.23
2019-10-09,유열의 음악앨범,6.07
2019-10-09,타짜: 원 아이드 잭,5.43
2019-10-10,주전장,9.53
2019-10-10,사랑의 선물,9.45
2019-10-10,안녕 베일리,9.42
2019-10-10,아이언 자이언트,9.33
2019-10-10,폴란드로 간 아이들,9.32
2019-10-10,교회오빠,9.29
2019-10-10,레드슈즈,9.24
2019-10-10,벌새,8.94
2019-10-10,"나는 내일, 어제의 너와 만난다",8.83
2019-10-10,조커,8.82
2019-10-10,우리집,8.79
2019-10-10,기생충,8.48
2019-10-10,양자물리학,8.45
2019-10-10,장사리 : 잊혀진 영웅들,8.39
2019-10-10,엑시트,8.30
2019-10-10,가장 보통의 연애,8.11
2019-10-10,퍼펙트맨,8.08
2019-10-10,죽거나 혹은 나쁘거나,8.08
2019-10-10,더 룸,7.98
2019-10-10,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-10,원스 어폰 어 타임... 인 할리우드,7.63
2019-10-10,"힘을 내요, 미스터 리",7.57
2019-10-10,극장판 헬로카봇 : 달나라를 구해줘!,7.48
2019-10-10,47미터 2,7.28
2019-10-10,애드 아스트라,7.26
2019-10-10,레플리카,6.85
2019-10-10,미드소마,6.65
2019-10-10,제미니 맨,6.62
2019-10-10,나쁜 녀석들: 더 무비,6.58
2019-10-10,예스터데이,6.56
2019-10-10,그것: 두 번째 이야기,6.23
2019-10-10,유열의 음악앨범,6.07
2019-10-10,타짜: 원 아이드 잭,5.41
2019-10-11,주전장,9.51
2019-10-11,사랑의 선물,9.45
2019-10-11,안녕 베일리,9.42
2019-10-11,아이언 자이언트,9.33
2019-10-11,폴란드로 간 아이들,9.32
2019-10-11,언더독,9.30
2019-10-11,교회오빠,9.28
2019-10-11,우리들,9.25
2019-10-11,레드슈즈,9.24
2019-10-11,벌새,8.93
2019-10-11,조커,8.80
2019-10-11,우리집,8.79
2019-10-11,소공녀,8.78
2019-10-11,기생충,8.48
2019-10-11,양자물리학,8.45
2019-10-11,장사리 : 잊혀진 영웅들,8.39
2019-10-11,엑시트,8.30
2019-10-11,죽거나 혹은 나쁘거나,8.07
2019-10-11,가장 보통의 연애,8.07
2019-10-11,퍼펙트맨,8.05
2019-10-11,시인의 사랑,7.98
2019-10-11,더 룸,7.98
2019-10-11,에곤 쉴레: 욕망이 그린 그림,7.92
2019-10-11,장기왕: 가락시장 레볼루션,7.82
2019-10-11,콜 미 바이 유어 네임,7.69
2019-10-11,원스 어폰 어 타임... 인 할리우드,7.64
2019-10-11,"힘을 내요, 미스터 리",7.57
2019-10-11,극장판 헬로카봇 : 달나라를 구해줘!,7.49
2019-10-11,47미터 2,7.28
2019-10-11,애드 아스트라,7.25
2019-10-11,레플리카,6.83
2019-10-11,제미니 맨,6.68
2019-10-11,미드소마,6.64
2019-10-11,나쁜 녀석들: 더 무비,6.58
2019-10-11,예스터데이,6.56
2019-10-11,그것: 두 번째 이야기,6.23
2019-10-11,유열의 음악앨범,6.07
2019-10-11,타짜: 원 아이드 잭,5.39
2019-10-12,주전장,9.51
2019-10-12,사랑의 선물,9.44
2019-10-12,안녕 베일리,9.43
2019-10-12,아이언 자이언트,9.33
2019-10-12,폴란드로 간 아이들,9.32
2019-10-12,언더독,9.30
2019-10-12,교회오빠,9.28
2019-10-12,우리들,9.25
2019-10-12,레드슈즈,9.24
2019-10-12,벌새,8.94
2019-10-12,우리집,8.78
2019-10-12,소공녀,8.78
2019-10-12,조커,8.78
2019-10-12,기생충,8.48
2019-10-12,양자물리학,8.39
2019-10-12,장사리 : 잊혀진 영웅들,8.39
2019-10-12,메기,8.31
2019-10-12,엑시트,8.30
2019-10-12,죽거나 혹은 나쁘거나,8.07
